tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	8284	0	live	KDM5D	HY, HYA, JARID1D, SMCY	lysine demethylase 5D	lysine-specific demethylase 5D|H-Y|Jumonji, AT rich interactive domain 1D (RBP2-like)|SMC homolog, Y chromosome|Smcy homolog, Y-linked|[histone H3]-trimethyl-L-lysine(4) demethylase 5D|epididymis secretory sperm binding protein|histocompatibility Y antigen|histone demethylase JARID1D|jumonji/ARID domain-containing protein 1D|lysine (K)-specific demethylase 5D|protein SmcY|selected mouse cDNA on Y, human homolog of	Yq11.223	Y	NC_000024.10	19703865	19744726	minus	29	426000	
9606	Homo sapiens	6443	0	live	SGCB	A3b, LGMD2E, LGMDR4, SGC	sarcoglycan beta	beta-sarcoglycan|43 kDa dystrophin-associated glycoprotein|43DAG|beta-SG|beta-sarcoglycan(43kD dystrophin-associated glycoprotein)|limb girdle muscular dystrophy 2E (non-linked families)|sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	4q12	4	NC_000004.12	52020706	52038299	minus	7	600900	
9606	Homo sapiens	731	0	live	C8A		complement C8 alpha chain	complement component C8 alpha chain|complement component 8 alpha subunit|complement component 8 subunit alpha|complement component 8, alpha polypeptide	1p32.2	1	NC_000001.11	56854797	56918223	plus	13	120950	
9606	Homo sapiens	116444	0	live	GRIN3B	GluN3B, NR3B	glutamate ionotropic receptor NMDA type subunit 3B	glutamate receptor ionotropic, NMDA 3B|N-methyl-D-aspartate receptor subtype 3B|NMDA receptor subunit 3B|NMDA type glutamate receptor subunit NR3B|NMDAR3B|glutamate [NMDA] receptor subunit 3B|glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	19p13.3	19	NC_000019.10	1000419	1009732	plus	9	606651	
9606	Homo sapiens	8974	0	live	P4HA2	MYP25, lncRNA-PE	prolyl 4-hydroxylase subunit alpha 2	prolyl 4-hydroxylase subunit alpha-2|4-PH alpha 2|C-P4Halpha(II)|collagen prolyl 4-hydroxylase alpha(II)|lncRNA promotes epithelial-mesenchymal transition|procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II|procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2|prolyl 4-hydroxylase, alpha polypeptide II	5q31.1	5	NC_000005.10	132190147	132227853	minus	17	600608	
9606	Homo sapiens	23380	0	live	SRGAP2	ARHGAP34, FNBP2A, SRGAP3, SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	SLIT-ROBO Rho GTPase-activating protein 2|SLIT-ROBO GAP2|formin-binding protein 2|rho GTPase-activating protein 34	1q32.1	1	NC_000001.11	206203541	206464436	plus	29	606524	
9606	Homo sapiens	7371	0	live	UCK2	TSA903, UK, UMPK	uridine-cytidine kinase 2	uridine-cytidine kinase 2|cytidine monophosphokinase 2|testis-specific protein TSA903|uridine kinase|uridine monophosphate kinase|uridine monophosphokinase 2	1q24.1	1	NC_000001.11	165827614	165911618	plus	8	609329	
9606	Homo sapiens	54949	0	live	SDHAF2	C11orf79, PGL2, PPGL2, SDH5, hSDH5	succinate dehydrogenase complex assembly factor 2	succinate dehydrogenase assembly factor 2, mitochondrial|SDH assembly factor 2|succinate dehydrogenase subunit 5, mitochondrial	11q12.2	11	NC_000011.10	61430124	61446733	plus	4	613019	
9606	Homo sapiens	51727	0	live	CMPK1	CK, CMK, CMPK, UMK, UMP-CMPK, UMPK	cytidine/uridine monophosphate kinase 1	UMP-CMP kinase|UMP/CMP kinase|cytidine monophosphate (UMP-CMP) kinase 1, cytosolic|cytidylate kinase|dCMP kinase|deoxycytidylate kinase|nucleoside-diphosphate kinase|uridine monophosphate kinase|uridine monophosphate/cytidine monophosphate kinase	1p33	1	NC_000001.11	47333790	47378839	plus	7	191710	
9606	Homo sapiens	26031	0	live	OSBPL3	ORP-3, ORP3, OSBP3	oxysterol binding protein like 3	oxysterol-binding protein-related protein 3|OSBP-related protein 3	7p15.3	7	NC_000007.14	24796537	24981845	minus	28	606732	
9606	Homo sapiens	10166	0	live	SLC25A15	D13S327, HHH, LNC-HC, ORC1, ORNT1	solute carrier family 25 member 15	mitochondrial ornithine transporter 1|hyperammonemia-hyperornithinemia-homocitrullinuria syndrome|ornithine carrier 1|ornithine transporter 1|solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	13q14.11	13	NC_000013.11	40789611	40812460	plus	7	603861	
9606	Homo sapiens	2819	0	live	GPD1	GPD-C, GPDH-C, HTGTI	glycerol-3-phosphate dehydrogenase 1	glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic|epididymis secretory sperm binding protein|glycerol-3-phosphate dehydrogenase 1 (soluble)|glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic|glycerophosphate dehydrogenase	12q13.12	12	NC_000012.12	50104008	50111313	plus	8	138420	
9606	Homo sapiens	79805	0	live	VASH2		vasohibin 2	tubulinyl-Tyr carboxypeptidase 2|testicular tissue protein Li 222|vasohibin-like protein	1q32.3	1	NC_000001.11	212950541	212991585	plus	8	610471	
9606	Homo sapiens	56478	0	live	EIF4ENIF1	4E-T, Clast4	eukaryotic translation initiation factor 4E nuclear import factor 1	eukaryotic translation initiation factor 4E transporter|2610509L04Rik|4E-transporter|eIF4E transporter	22q12.2	22	NC_000022.11	31436963	31493568	minus	22	607445	
9606	Homo sapiens	23322	0	live	RPGRIP1L	COACH3, CORS3, FTM, JBTS7, MKS5, NPHP8, PPP1R134	RPGRIP1 like	protein fantom|RPGR-interacting protein 1-like protein|fantom homolog|nephrocystin-8|protein phosphatase 1, regulatory subunit 134	16q12.2	16	NC_000016.10	53598153	53703859	minus	36	610937	
9606	Homo sapiens	8028	0	live	MLLT10	AF10	MLLT10 histone lysine methyltransferase DOT1L cofactor	protein AF-10|ALL1-fused gene from chromosome 10 protein|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10|myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10|type I AF10 protein|type III AF10 protein|type IV AF10 protein	10p12.31	10	NC_000010.11	21533756	21743630	plus	30	602409	
9606	Homo sapiens	7135	0	live	TNNI1	SSTNI, TNN1	troponin I1, slow skeletal type	troponin I, slow skeletal muscle|troponin I type 1 (skeletal, slow)	1q32.1	1	NC_000001.11	201403784	201421730	minus	9	191042	
9606	Homo sapiens	1777	0	live	DNASE2	AIPCSA, DNL, DNL2, DNASE2	deoxyribonuclease 2, lysosomal	deoxyribonuclease-2-alpha|DNase II alpha|DNase II, lysosomal|R31240_2|acid DNase|deoxyribonuclease II alpha|deoxyribonuclease II, lysosomal|lysosomal DNase II	19p13.13	19	NC_000019.10	12875209	12881449	minus	6	126350	
9606	Homo sapiens	23321	0	live	TRIM2	CMT2R, RNF86	tripartite motif containing 2	tripartite motif-containing protein 2|Charcot-Marie-Tooth disease, type 2R|E3 ubiquitin-protein ligase TRIM2|RING finger protein 86|RING-type E3 ubiquitin transferase TRIM2|tripartite motif protein TRIM2	4q31.3	4	NC_000004.12	153152163	153339317	plus	20	614141	
9606	Homo sapiens	2803	0	live	GOLGA4	CRPF46, GCP2, GOLG, MU-RMS-40.18, p230	golgin A4	golgin subfamily A member 4|256 kDa golgin|72.1 protein|centrosome-related protein F46|golgi autoantigen, golgin subfamily a, 4|golgin-240|golgin-245|protein 72.1|trans-Golgi p230	3p22.2	3	NC_000003.12	37243271	37366879	plus	29	602509	
9606	Homo sapiens	25885	0	live	POLR1A	A190, AFDCIN, HLD27, RPA1, RPA190, RPA194, RPO1-4, RPO14	RNA polymerase I subunit A	DNA-directed RNA polymerase I subunit RPA1|DNA-directed RNA polymerase I largest subunit|DNA-directed RNA polymerase I subunit A|DNA-directed RNA polymerase I subunit A1|RNA polymerase I 194 kDa subunit|polymerase (RNA) I polypeptide A, 194kDa|polymerase (RNA) I subunit A	2p11.2	2	NC_000002.12	86020216	86105886	minus	34	616404	
9606	Homo sapiens	10437	0	live	IFI30	GILT, IFI-30, IP-30, IP30	IFI30 lysosomal thiol reductase	gamma-interferon-inducible lysosomal thiol reductase|gamma-interferon-inducible protein IP-30|interferon gamma-inducible protein 30 preproprotein|interferon, gamma-inducible protein 30|legumaturain	19p13.11	19	NC_000019.10	18173813	18178117	plus	7	604664	
9606	Homo sapiens	9372	0	live	ZFYVE9	MADHIP, NSP, PPP1R173, SARA, SMADIP	zinc finger FYVE-type containing 9	zinc finger FYVE domain-containing protein 9|MAD, mothers against decapentaplegic homolog interacting protein, receptor activation anchor|MADH-interacting protein|novel serine protease|protein phosphatase 1, regulatory subunit 173|smad anchor for receptor activation|zinc finger, FYVE domain containing 9	1p32.3	1	NC_000001.11	52142089	52346634	plus	21	603755	
9606	Homo sapiens	143187	0	live	VTI1A	MMDS3, MVti1, VTI1RP2, Vti1-rp2	vesicle transport through interaction with t-SNAREs 1A	vesicle transport through interaction with t-SNAREs homolog 1A|SNARE Vti1a-beta protein|vesicle transport v-SNARE protein Vti1-like 2	10q25.2	10	NC_000010.11	112446988	112855368	plus	15	614316	
9606	Homo sapiens	30846	0	live	EHD2	PAST2	EH domain containing 2	EH domain-containing protein 2|PAST homolog 2	19q13.33	19	NC_000019.10	47713422	47743134	plus	6	605890	
9606	Homo sapiens	2193	0	live	FARSA	CML33, FARSL, FARSLA, FRSA, PheHA, RILDBC2	phenylalanyl-tRNA synthetase subunit alpha	phenylalanine--tRNA ligase alpha subunit|pheRS|phenylalanine tRNA ligase 1, alpha, cytoplasmic|phenylalanine--tRNA ligase alpha chain|phenylalanine-tRNA synthetase alpha-subunit|phenylalanine-tRNA synthetase-like, alpha subunit|phenylalanyl-tRNA synthetase alpha chain|phenylalanyl-tRNA synthetase alpha subunit|phenylalanyl-tRNA synthetase-like, alpha subunit	19p13.13	19	NC_000019.10	12922479	12933711	minus	13	602918	
9606	Homo sapiens	53981	0	live	CPSF2	CPSF100	cleavage and polyadenylation specific factor 2	cleavage and polyadenylation specificity factor subunit 2|CPSF 100 kDa subunit|CPSF 100kDa subunit|cleavage and polyadenylation specific factor 2, 100kDa|cleavage and polyadenylation specificity factor 100 kDa subunit	14q32.12	14	NC_000014.9	92121969	92172145	plus	16	606028	
9606	Homo sapiens	5900	0	live	RALGDS	RGDS, RGF, RalGEF	ral guanine nucleotide dissociation stimulator	ral guanine nucleotide dissociation stimulator|ral guanine nucleotide exchange factor	9q34.13-q34.2	9	NC_000009.12	133097722	133149210	minus	21	601619	
9606	Homo sapiens	9569	0	live	GTF2IRD1	BEN, CREAM1, GTF3, MUSTRD1, RBAP2, WBS, WBSCR11, WBSCR12, hMusTRD1alpha1	GTF2I repeat domain containing 1	general transcription factor II-I repeat domain-containing protein 1|USE B1-binding protein|Williams-Beuren syndrome chromosome region 11|binding factor for early enhancer|general transcription factor 3|general transcription factor III|muscle TFII-I repeat domain-containing protein 1 alpha 1|slow-muscle-fiber enhancer-binding protein|williams-Beuren syndrome chromosomal region 12 protein	7q11.23	7	NC_000007.14	74453906	74602605	plus	29	604318	
9606	Homo sapiens	9230	0	live	RAB11B	H-YPT3, NDAGSCW	RAB11B, member RAS oncogene family	ras-related protein Rab-11B|GTP-binding protein YPT3|RAB11B, member of RAS oncogene family	19p13.2	19	NC_000019.10	8390360	8404434	plus	5	604198	
9606	Homo sapiens	6729	0	live	SRP54	SCN8	signal recognition particle 54	signal recognition particle subunit SRP54|signal recognition particle 54 kDa protein|signal recognition particle 54kD|signal recognition particle 54kDa	14q13.2	14	NC_000014.9	34982992	35029567	plus	17	604857	
9606	Homo sapiens	23157	0	live	SEPTIN6	SEP2, SEPT2, SEPT6, Septin-6	septin 6	septin-6|septin 2	Xq24	X	NC_000023.11	119615724	119693168	minus	12	300683	
9606	Homo sapiens	5547	0	live	PRCP	HUMPCP, PCP	prolylcarboxypeptidase	lysosomal Pro-X carboxypeptidase|angiotensinase C|lysosomal carboxypeptidase C|proline carboxypeptidase	11q14.1	11	NC_000011.10	82822936	82901644	minus	11	176785	
9606	Homo sapiens	5316	0	live	PKNOX1	PREP1, pkonx1c	PBX/knotted 1 homeobox 1	homeobox protein PKNOX1|PBX/knotted homeobox 1|Pbx regulating protein-1|homeobox protein PREP-1|human homeobox-containing protein	21q22.3	21	NC_000021.9	42974562	43033931	plus	14	602100	
9606	Homo sapiens	3613	0	live	IMPA2		inositol monophosphatase 2	inositol monophosphatase 2|IMP 2|IMPase 2|inosine monophosphatase 2|inositol(myo)-1(or 4)-monophosphatase 2|myo-inositol monophosphatase 2|myo-inositol monophosphatase A2	18p11.21	18	NC_000018.10	11981507	12030877	plus	9	605922	
9606	Homo sapiens	445815	0	live	PALM2AKAP2	AKAP-2, AKAP-KL, AKAP2, AKAPKL, MISP2, PALM2, PALM2-AKAP2, PRKA2	PALM2 and AKAP2 fusion	PALM2-AKAP2 fusion protein|A-kinase anchor protein 2|PALM2-AKAP2 protein|A kinase (PRKA) anchor protein 2|A-kinase anchoring protein 2|PALM2-AKAP2 fusion|PALM2-AKAP2 readthrough|paralemmin 2|paralemmin A kinase anchor protein|protein kinase A anchoring protein 2|protein kinase A2	9q31.3	9	NC_000009.12	109640787	110172512	plus	15	604582	
9606	Homo sapiens	10286	0	live	BCAS2	DAM1, SPF27, Snt309	BCAS2 pre-mRNA processing factor	pre-mRNA-splicing factor SPF27|DNA amplified in mammary carcinoma 1 protein|breast carcinoma amplified sequence 2|spliceosome associated protein, amplified in breast cancer|spliceosome-associated protein SPF 27	1p13.2	1	NC_000001.11	114567557	114581615	minus	7	605783	
9606	Homo sapiens	4054	0	live	LTBP3	DASS, GPHYSD3, LTBP-3, LTBP2, STHAG6, pp6425	latent transforming growth factor beta binding protein 3	latent-transforming growth factor beta-binding protein 3|latent TGF beta binding protein 3	11q13.1	11	NC_000011.10	65538559	65558359	minus	28	602090	
9606	Homo sapiens	522	0	live	ATP5PF	ATP5, ATP5A, ATP5J, ATPM, CF6, F6	ATP synthase peripheral stalk subunit F6	ATP synthase-coupling factor 6, mitochondrial|ATP synthase subunit h|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6|ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6|ATPase subunit F6|coupling factor 6|mitochondrial ATP synthase, coupling factor 6|mitochondrial ATP synthase, subunit F6|mitochondrial ATPase coupling factor 6|proliferation-inducing protein 36	21q21.3	21	NC_000021.9	25724500	25735653	minus	6	603152	
9606	Homo sapiens	8994	0	live	LIMD1		LIM domain containing 1	LIM domain-containing protein 1|LIM domains containing 1	3p21.31	3	NC_000003.12	45594751	45686341	plus	9	604543	
9606	Homo sapiens	6565	0	live	SLC15A2	PEPT2	solute carrier family 15 member 2	solute carrier family 15 member 2|kidney H(+)/peptide cotransporter|peptide transporter 2|solute carrier family 15 (H+/peptide transporter), member 2|solute carrier family 15 (oligopeptide transporter), member 2	3q13.33	3	NC_000003.12	121894401	121944188	plus	23	602339	
9606	Homo sapiens	2049	0	live	EPHB3	EK2, ETK2, HEK2, TYRO6	EPH receptor B3	ephrin type-B receptor 3|EPH-like tyrosine kinase 2|embryonic kinase 2|human embryo kinase 2|tyrosine-protein kinase TYRO6	3q27.1	3	NC_000003.12	184561785	184582408	plus	16	601839	
9606	Homo sapiens	1468	0	live	SLC25A10	DIC, MTDPS19	solute carrier family 25 member 10	mitochondrial dicarboxylate carrier|dicarboxylate ion carrier|solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	17q25.3	17	NC_000017.11	81712284	81721012	plus	13	606794	
9606	Homo sapiens	3382	0	live	ICA1	ICA69, ICAp69	islet cell autoantigen 1	islet cell autoantigen 1|69 kDa islet cell autoantigen|diabetes mellitus type I autoantigen|islet cell autoantigen 1, 69kDa|islet cell autoantigen p69|p69|testicular tissue protein Li 162	7p21.3	7	NC_000007.14	8113184	8262555	minus	21	147625	
9606	Homo sapiens	22848	0	live	AAK1		AP2 associated kinase 1	AP2-associated protein kinase 1|adaptor-associated kinase 1|alternative protein AAK1	2p13.3	2	NC_000002.12	69457997	69643739	minus	22	616405	
9606	Homo sapiens	22795	0	live	NID2	NID-2	nidogen 2	nidogen-2|osteonidogen	14q22.1	14	NC_000014.9	52004809	52069059	minus	22	605399	
9606	Homo sapiens	9991	0	live	PTBP3	ROD1	polypyrimidine tract binding protein 3	polypyrimidine tract-binding protein 3|ROD1 regulator of differentiation 1|fission yeast differentiation regulator|regulator of differentiation 1	9q32	9	NC_000009.12	112217715	112379882	minus	18	607527	
9606	Homo sapiens	8882	0	live	ZPR1	GKAF, ZNF259	ZPR1 zinc finger	zinc finger protein ZPR1|zinc finger protein 259	11q23.3	11	NC_000011.10	116773799	116788023	minus	14	603901	
9606	Homo sapiens	3352	0	live	HTR1D	5-HT1D, HT1DAA, HTRL, RDC4, HTR1D	5-hydroxytryptamine receptor 1D	5-hydroxytryptamine receptor 1D|5-HT-1D|5-HT-1D-alpha|5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled|serotonin 1D alpha receptor|serotonin receptor 1D	1p36.12	1	NC_000001.11	23191895	23217502	minus	2	182133	
9606	Homo sapiens	54882	0	live	ANKHD1	MASK, MASK1, PP2500, VBARP	ankyrin repeat and KH domain containing 1	ankyrin repeat and KH domain-containing protein 1|HIV-1 Vpr-binding ankyrin repeat protein|multiple ankyrin repeats, single KH-domain homolog	5q31.3	5	NC_000005.10	140401833	140539849	plus	35	610500	
9606	Homo sapiens	160851	0	live	DGKH	DGKeta	diacylglycerol kinase eta	diacylglycerol kinase eta|DAG kinase eta|diglyceride kinase eta	13q14.11	13	NC_000013.11	42040070	42256584	plus	38	604071	
9606	Homo sapiens	8886	0	live	DDX18	Has1, MrDb	DEAD-box helicase 18	ATP-dependent RNA helicase DDX18|DEAD (Asp-Glu-Ala-Asp) box polypeptide 18|DEAD box protein 18|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 18 (Myc-regulated)|Helicase Associated with Set1 homolog|Myc-regulated DEAD box protein	2q14.1	2	NC_000002.12	117814691	117832377	plus	14	606355	
9606	Homo sapiens	9860	0	live	LRIG2	LIG-2, LIG2, UFS2	leucine rich repeats and immunoglobulin like domains 2	leucine-rich repeats and immunoglobulin-like domains protein 2	1p13.2	1	NC_000001.11	113073198	113132260	plus	21	608869	
9606	Homo sapiens	54778	0	live	RNF111	ARK, hRNF111	ring finger protein 111	E3 ubiquitin-protein ligase Arkadia|Arkadia|RING-type E3 ubiquitin transferase Arkadia	15q22.1-q22.2	15	NC_000015.10	58987663	59097419	plus	18	605840	
9606	Homo sapiens	3475	0	live	IFRD1	PC4, TIS7	interferon related developmental regulator 1	interferon-related developmental regulator 1|12-O-tetradecanoylphorbol-13-acetate-induced sequence 7|TPA induced sequence 7|nerve growth factor-inducible protein PC4|pheochromocytoma cell-4	7q31.1	7	NC_000007.14	112423174	112477203	plus	15	603502	
9606	Homo sapiens	4826	0	live	NNAT	Peg5	neuronatin	neuronatin	20q11.23	20	NC_000020.11	37521250	37523690	plus	3	603106	
9606	Homo sapiens	124220	0	live	ZG16B	EECP, HRPE773, JCLN2, PAUF, PRO1567	zymogen granule protein 16B	pancreatic adenocarcinoma up-regulated factor|zymogen granule protein 16 homolog B|endocrine and exocrine protein|jacalin-like lectin domain containing 2|pancreatic adenocarcinoma upregulated factor	16p13.3	16	NC_000016.10	2830303	2832276	plus	4	620477	
9606	Homo sapiens	433	0	live	ASGR2	ASGP-R2, ASGPR2, CLEC4H2, HBXBP, HL-2	asialoglycoprotein receptor 2	asialoglycoprotein receptor 2|C-type lectin domain family 4 member H2|HBxAg-binding protein|hepatic lectin H2	17p13.1	17	NC_000017.11	7101322	7115146	minus	11	108361	
9606	Homo sapiens	9032	0	live	TM4SF5		transmembrane 4 L six family member 5	transmembrane 4 L6 family member 5|tetraspan transmembrane protein L6H|transmembrane 4 superfamily member 5	17p13.2	17	NC_000017.11	4771886	4783211	plus	5	604657	
9606	Homo sapiens	4814	0	live	NINJ1	NIN1, NINJURIN, hNINJ1	ninjurin 1	ninjurin-1|nerve injury-induced protein-1	9q22.31	9	NC_000009.12	93121496	93134251	minus	5	602062	
9606	Homo sapiens	10898	0	live	CPSF4	CPSF30, NAR, NEB-1, NEB1	cleavage and polyadenylation specific factor 4	cleavage and polyadenylation specificity factor subunit 4|CPSF 30 kDa subunit|NS1 effector domain-binding protein 1|cleavage and polyadenylation specific factor 4, 30kDa|cleavage and polyadenylation specificity factor 30 kDa subunit|no arches homolog|no arches-like zinc finger protein	7q22.1	7	NC_000007.14	99438943	99457373	plus	11	603052	
9606	Homo sapiens	6610	0	live	SMPD2	ISC1, NSMASE, NSMASE1	sphingomyelin phosphodiesterase 2	sphingomyelin phosphodiesterase 2|N-SMase|lyso-PAF-PLC|lyso-platelet-activating factor-phospholipase C|neutral sphingomyelinase	6q21	6	NC_000006.12	109440724	109443919	plus	10	603498	
9606	Homo sapiens	132789	0	live	GNPDA2	GNP2, SB52	glucosamine-6-phosphate deaminase 2	glucosamine-6-phosphate isomerase 2|glcN6P deaminase 2|glucosamine-6-phosphate isomerase SB52	4p12	4	NC_000004.12	44701795	44726556	minus	8	613222	
9606	Homo sapiens	1447	0	live	CSN2	CASB, PDC213	casein beta	beta-casein	4q13.3	4	NC_000004.12	69955256	69965728	minus	8	115460	
9606	Homo sapiens	151176	0	live	ERFE	C1QTNF15, CTRP15, FAM132B	erythroferrone	erythroferrone|complement C1q tumor necrosis factor-related protein 15|family with sequence similarity 132, member B|myonectin|protein FAM132B	2q37.3	2	NC_000002.12	238158970	238168890	plus	8	615099	
9606	Homo sapiens	9632	0	live	SEC24C		SEC24 homolog C, COPII coat complex component	protein transport protein Sec24C|SEC24 family, member C|SEC24 related gene family, member C|SEC24-related protein C	10q22.2	10	NC_000010.11	73744372	73772161	plus	27	607185	
9606	Homo sapiens	8513	0	live	LIPF	GL, HGL, HLAL	lipase F, gastric type	gastric triacylglycerol lipase|gastric lipase|lipase, gastric	10q23.31	10	NC_000010.11	88664442	88678814	plus	11	601980	
9606	Homo sapiens	5138	0	live	PDE2A	CGS-PDE, IDDPADS1, PED2A4, cGSPDE, PDE2A	phosphodiesterase 2A	cGMP-dependent 3',5'-cyclic phosphodiesterase|cGMP-stimulated phosphodiesterase 1|cGMP-stimulated phosphodiesterase 2|cGMP-stimulated phosphodiesterase 4|cyclic GMP-stimulated phosphodiesterase|phosphodiesterase 2A, cGMP-stimulated	11q13.4	11	NC_000011.10	72576141	72674422	minus	35	602658	
9606	Homo sapiens	51181	0	live	DCXR	DCR, HCR2, HCRII, KIDCR, P34H, PNTSU, SDR20C1, XR	dicarbonyl and L-xylulose reductase	L-xylulose reductase|carbonyl reductase 2|carbonyl reductase II|dicarbonyl/L-xylulose reductase|epididymis secretory sperm binding protein|human carbonyl reductase 2|kidney dicarbonyl reductase|short chain dehydrogenase/reductase family 20C member 1|sperm surface protein P34H	17q25.3	17	NC_000017.11	82035858	82037697	minus	8	608347	
9606	Homo sapiens	11078	0	live	TRIOBP	DFNB28, HRIHFB2122, TAP68, TARA, dJ37E16.4	TRIO and F-actin binding protein	TRIO and F-actin-binding protein|TRF1-associated protein of 68 kDa|protein Tara|tara-like protein|trio-associated repeat on actin	22q13.1	22	NC_000022.11	37697048	37776556	plus	26	609761	
9606	Homo sapiens	56945	0	live	MRPS22	C3orf5, COXPD5, GIBT, GK002, MRP-S22, ODG7, RPMS22, mS22	mitochondrial ribosomal protein S22	small ribosomal subunit protein mS22|28S ribosomal protein S22, mitochondrial|S22mt|mitochondrial small ribosomal subunit protein mS22	3q23	3	NC_000003.12	139343994	139357140	plus	9	605810	
9606	Homo sapiens	9524	0	live	TECR	GPSN2, MRT14, SC2, TER	trans-2,3-enoyl-CoA reductase	very-long-chain enoyl-CoA reductase|epididymis secretory sperm binding protein|glycoprotein, synaptic 2|synaptic glycoprotein SC2	19p13.12	19	NC_000019.10	14527726	14565980	plus	15	610057	
9606	Homo sapiens	11031	0	live	RAB31	Rab22B	RAB31, member RAS oncogene family	ras-related protein Rab-31|ras-related protein Rab-22B	18p11.22	18	NC_000018.10	9708301	9862551	plus	7	605694	
9606	Homo sapiens	550	0	live	AUP1		AUP1 lipid droplet regulating VLDL assembly factor	lipid droplet-regulating VLDL assembly factor AUP1|ancient ubiquitous protein 1	2p13.1	2	NC_000002.12	74526652	74529706	minus	12	602434	
9606	Homo sapiens	6854	0	live	SYN2	SYNII	synapsin II	synapsin-2	3p25.2	3	NC_000003.12	12004388	12192032	plus	16	600755	
9606	Homo sapiens	3112	0	live	HLA-DOB	DOB, HLA_DOB	major histocompatibility complex, class II, DO beta	HLA class II histocompatibility antigen, DO beta chain|MHC class II antigen DOB	6p21.32	6	NC_000006.12	32812763	32817002	minus	6	600629	
9606	Homo sapiens	81844	0	live	TRIM56	RNF109	tripartite motif containing 56	E3 ubiquitin-protein ligase TRIM56|RING finger protein 109|RING-type E3 ubiquitin transferase TRIM56|tripartite motif-containing protein 56	7q22.1	7	NC_000007.14	101085481	101097967	plus	3	616996	
9606	Homo sapiens	54556	0	live	ING3	Eaf4, ING2, MEAF4, p47ING3	inhibitor of growth family member 3	inhibitor of growth protein 3	7q31.31	7	NC_000007.14	120950777	120977216	plus	13	607493	
9606	Homo sapiens	22808	0	live	MRAS	M-RAs, NS11, R-RAS3, RRAS3	muscle RAS oncogene homolog	ras-related protein M-Ras|muscle and microspikes RAS|ras-related protein R-Ras3	3q22.3	3	NC_000003.12	138347648	138405535	plus	10	608435	
9606	Homo sapiens	9879	0	live	DDX46	PRPF5, Prp5	DEAD-box helicase 46	probable ATP-dependent RNA helicase DDX46|DEAD (Asp-Glu-Ala-Asp) box polypeptide 46|DEAD box protein 46|PRP5 homolog|Prp5-like DEAD-box protein|RNA helicase	5q31.1	5	NC_000005.10	134758779	134831121	plus	25	617848	
9606	Homo sapiens	23048	0	live	FNBP1	FBP17	formin binding protein 1	formin-binding protein 1|formin-binding protein 17	9q34.11	9	NC_000009.12	129887187	130053879	minus	19	606191	
9606	Homo sapiens	3851	0	live	KRT4	CK-4, CK4, CYK4, K4, WSN1	keratin 4	keratin, type II cytoskeletal 4|cytokeratin 4|keratin 4, type II|type-II keratin Kb4	12q13.13	12	NC_000012.12	52806549	52814116	minus	9	123940	
9606	Homo sapiens	23164	0	live	MPRIP	M-RIP, MRIP, RHOIP3, RIP3, p116Rip	myosin phosphatase Rho interacting protein	myosin phosphatase Rho-interacting protein|Rho interacting protein 3	17p11.2	17	NC_000017.11	17042457	17192643	plus	25	612935	
9606	Homo sapiens	11316	0	live	COPE	epsilon-COP	COPI coat complex subunit epsilon	coatomer subunit epsilon|coatomer epsilon subunit|coatomer protein complex subunit epsilon|epsilon coat protein	19p13.11	19	NC_000019.10	18899514	18919387	minus	11	606942	
9606	Homo sapiens	6227	0	live	RPS21	HLDF, S21, eS21	ribosomal protein S21	small ribosomal subunit protein eS21|40S ribosomal protein S21|8.2 kDa differentiation factor|human leukemia differentiation factor	20q13.33	20	NC_000020.11	62387103	62388520	plus	6	180477	
9606	Homo sapiens	57551	0	live	TAOK1	DDIB, KFC-B, MAP3K16, MARKK, PSK-2, PSK2, TAO1, hKFC-B, hTAOK1	TAO kinase 1	serine/threonine-protein kinase TAO1|MARK Kinase|STE20-like kinase PSK2|kinase from chicken homolog B|microtubule affinity regulating kinase kinase|prostate-derived STE20-like kinase 2|prostate-derived sterile 20-like kinase 2|serine/threonine protein kinase TAO1 homolog|thousand and one amino acid protein 1|thousand and one amino acid protein kinase 1	17q11.2	17	NC_000017.11	29390363	29551903	plus	20	610266	
